Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
"198","'705","Slovenia","1141","'21114","Meat of rabbits and hares, fresh or chilled","5321","Producing Animals/Slaughtered","2015","2015","1000 Head","11.000000","A"
"50","'196","Cyprus","1163","'21170.02","Game meat, fresh, chilled or frozen","5510","Production","1994","1994","tonnes","500.000000","E"
"27","'100","Bulgaria","530","'01344.01","Sour cherries","5312","Area harvested","2004","2004","ha","1546.000000","A"
"104","'372","Ireland","515","'01341","Apples","5510","Production","1991","1991","tonnes","10300.000000","A"
"174","'620","Portugal","567","'01221","Watermelons","5419","Yield","2007","2007","hg/ha","100000.000000","E"
"203","'724","Spain","531","'01344.02","Cherries","5419","Yield","1982","1982","hg/ha","50278.000000","E"
"27","'100","Bulgaria","515","'01341","Apples","5312","Area harvested","1967","1967","ha","28983.000000","A"
"183","'642","Romania","388","'01234","Tomatoes","5510","Production","1972","1972","tonnes","949200.000000","A"
"67","'246","Finland","1765","'F1765","Meat, Total","5510","Production","1966","1966","tonnes","173900.000000","E"
"150","'528","Netherlands","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","1970","1970","ha","49.000000","A"
"104","'372","Ireland","181","'01702","Broad beans and horse beans, dry","5510","Production","2014","2014","tonnes","17600.000000","A"
"54","'208","Denmark","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1982","1982","1000 Head","894.000000","A"
"199","'703","Slovakia","711","'01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw","5510","Production","2017","2017","tonnes","684.000000","A"
"27","'100","Bulgaria","1806","'F1806","Beef and Buffalo Meat","5510","Production","2007","2007","tonnes","21778.000000","E"
"210","'752","Sweden","44","'0115","Barley","5419","Yield","1967","1967","hg/ha","29506.000000","E"
"27","'100","Bulgaria","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","1990","1990","1000 Head","0.000000","A"
"150","'528","Netherlands","898","'22212","Skim milk and whey powder","5510","Production","2005","2005","tonnes","68000.000000","A"
"167","'203","Czechia","367","'01211","Asparagus","5312","Area harvested","2018","2018","ha",,"A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1183","'02960.01","Beeswax","5314","Prod Popultn","1983","1983","No","190000.000000","E"
"63","'233","Estonia","898","'22212","Skim milk and whey powder","5510","Production","2002","2002","tonnes","14000.000000","A"
"54","'208","Denmark","1073","'21123","Meat of geese, fresh or chilled","5321","Producing Animals/Slaughtered","1983","1983","1000 Head","125.000000","A"
"104","'372","Ireland","1806","'F1806","Beef and Buffalo Meat","5417","Yield/Carcass Weight","1987","1987","hg/An","3045.000000","E"
"27","'100","Bulgaria","414","'01241.90","Other beans, green","5312","Area harvested","1977","1977","ha","5852.000000","A"
"134","'470","Malta","534","'01345","Peaches and nectarines","5312","Area harvested","1981","1981","ha",,"M"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1726","'F1726","Pulses, Total","5312","Area harvested","1975","1975","ha","69500.000000","E"
"67","'246","Finland","407","'01254","Leeks and other alliaceous vegetables","5419","Yield","2016","2016","hg/ha","199000.000000","E"
"126","'440","Lithuania","1016","'02123","Goats","5111","Stocks","1997","1997","Head","16900.000000","A"
"15","'058","Belgium-Luxembourg","1140","'02191","Rabbits and hares","5112","Stocks","1994","1994","1000 Head","180.000000","E"
"199","'703","Slovakia","1720","'F1720","Roots and Tubers, Total","5510","Production","1993","1993","tonnes","856689.000000","E"
"203","'724","Spain","367","'01211","Asparagus","5419","Yield","1996","1996","hg/ha","37190.000000","E"
"183","'642","Romania","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2014","2014","Head","6576000.000000","A"
"79","'276","Germany","868","'21151","Edible offal of cattle, fresh, chilled or frozen","5510","Production","1998","1998","tonnes","121225.000000","I"
"210","'752","Sweden","103","'01199.02","Mixed grain","5419","Yield","2012","2012","hg/ha","29832.000000","E"
"11","'040","Austria","1780","'F1780","Milk, Total","5420","Yield","1987","1987","hg/An","37058.000000","E"
"84","'300","Greece","1073","'21123","Meat of geese, fresh or chilled","5321","Producing Animals/Slaughtered","1999","1999","1000 Head","35.000000","E"
"104","'372","Ireland","1097","'21118.01","Horse meat, fresh or chilled","5320","Producing Animals/Slaughtered","1968","1968","Head","12800.000000","A"
"173","'616","Poland","534","'01345","Peaches and nectarines","5510","Production","1973","1973","tonnes",,"M"
"229","'826","United Kingdom of Great Britain and Northern Ireland","116","'01510","Potatoes","5510","Production","1975","1975","tonnes","4787000.000000","A"
"50","'196","Cyprus","572","'01311","Avocados","5510","Production","1965","1965","tonnes","50.000000","E"
"203","'724","Spain","567","'01221","Watermelons","5419","Yield","1979","1979","hg/ha","186520.000000","E"
"210","'752","Sweden","1717","'F1717","Cereals, Total","5312","Area harvested","2006","2006","ha","961840.000000","E"
"126","'440","Lithuania","71","'0116","Rye","5312","Area harvested","2003","2003","ha","59800.000000","A"
"173","'616","Poland","407","'01254","Leeks and other alliaceous vegetables","5312","Area harvested","1988","1988","ha",,"M"
"255","'056","Belgium","976","'02122","Sheep","5111","Stocks","2011","2011","Head","113995.000000","A"
"106","'380","Italy","1034","'02140","Swine / pigs","5111","Stocks","1975","1975","Head","8813900.000000","A"
"203","'724","Spain","459","'01691","Chicory roots","5312","Area harvested","1963","1963","ha","1340.000000","A"
"68","'250","France","1034","'02140","Swine / pigs","5111","Stocks","1983","1983","Head","11709000.000000","A"
"97","'348","Hungary","176","'01701","Beans, dry","5312","Area harvested","2017","2017","ha","910.000000","A"
"79","'276","Germany","270","'01443","Rape or colza seed","5312","Area harvested","1997","1997","ha","913971.000000","A"
"50","'196","Cyprus","1720","'F1720","Roots and Tubers, Total","5312","Area harvested","1972","1972","ha","9406.000000","E"
"203","'724","Spain","15","'0111","Wheat","5312","Area harvested","1980","1980","ha","2698700.000000","A"
"11","'040","Austria","826","'01970","Unmanufactured tobacco","5312","Area harvested","2008","2008","ha","0.000000","A"
"229","'826","United Kingdom of Great Britain and Northern Ireland","463","'01290.90","Other vegetables, fresh n.e.c.","5312","Area harvested","2004","2004","ha","13022.000000","A"
"173","'616","Poland","116","'01510","Potatoes","5419","Yield","1998","1998","hg/ha","200375.000000","E"
"63","'233","Estonia","97","'01191","Triticale","5419","Yield","2008","2008","hg/ha","36949.000000","E"
"67","'246","Finland","116","'01510","Potatoes","5510","Production","1977","1977","tonnes","736500.000000","A"
"183","'642","Romania","1738","'F1738","Fruit Primary","5312","Area harvested","1967","1967","ha","348700.000000","E"
"173","'616","Poland","531","'01344.02","Cherries","5312","Area harvested","1973","1973","ha",,"M"
"106","'380","Italy","957","'02951.03","Raw hides and skins of buffaloes","5420","Yield","1976","1976","hg/An","300.000000","I"
"173","'616","Poland","1016","'02123","Goats","5111","Stocks","2014","2014","Head","81727.000000","A"
"50","'196","Cyprus","569","'01315","Figs","5419","Yield","1997","1997","hg/ha","115152.000000","E"
"255","'056","Belgium","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","2006","2006","tonnes","40.000000","I"
"54","'208","Denmark","367","'01211","Asparagus","5419","Yield","2018","2018","hg/ha","15500.000000","E"
"84","'300","Greece","201","'01704","Lentils, dry","5312","Area harvested","1969","1969","ha","9200.000000","A"
"119","'428","Latvia","1058","'21121","Meat of chickens, fresh or chilled","5321","Producing Animals/Slaughtered","1992","1992","1000 Head","18519.000000","A"
"183","'642","Romania","373","'01215","Spinach","5510","Production","2012","2012","tonnes","2438.000000","A"
"27","'100","Bulgaria","414","'01241.90","Other beans, green","5419","Yield","1961","1961","hg/ha","62894.000000","E"
"106","'380","Italy","281","'21631.02","Safflower-seed oil, crude","5510","Production","1975","1975","tonnes",,"M"
"67","'246","Finland","187","'01705","Peas, dry","5419","Yield","2008","2008","hg/ha","21818.000000","E"
"203","'724","Spain","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1991","1991","1000 Head","8000.000000","T"
"97","'348","Hungary","1720","'F1720","Roots and Tubers, Total","5419","Yield","1999","1999","hg/ha","212423.000000","E"
"126","'440","Lithuania","1096","'02131","Horses","5111","Stocks","1995","1995","Head","78200.000000","A"
"84","'300","Greece","220","'01373","Chestnuts, in shell","5312","Area harvested","2015","2015","ha","8255.000000","A"
"15","'058","Belgium-Luxembourg","1720","'F1720","Roots and Tubers, Total","5312","Area harvested","1963","1963","ha","61394.000000","E"
"79","'276","Germany","358","'01212","Cabbages","5312","Area harvested","2012","2012","ha","14076.000000","A"
"183","'642","Romania","558","'01355.90","Other berries and fruits of the genus vaccinium n.e.c.","5312","Area harvested","2013","2013","ha","395.000000","I"
"11","'040","Austria","1720","'F1720","Roots and Tubers, Total","5312","Area harvested","1968","1968","ha","130243.000000","E"
"134","'470","Malta","976","'02122","Sheep","5111","Stocks","1964","1964","Head","11227.000000","A"
"84","'300","Greece","1783","'F1783","Eggs Primary","5313","Laying","2012","2012","1000 Head","10700.000000","E"
"199","'703","Slovakia","296","'01448","Poppy seed","5312","Area harvested","2015","2015","ha","2555.000000","A"
"106","'380","Italy","420","'01243","Broad beans and horse beans, green","5510","Production","2013","2013","tonnes","56623.000000","A"
"134","'470","Malta","564","'24212.02","Wine","5510","Production","1985","1985","tonnes","2100.000000","I"
"68","'250","France","1723","'F1723","Sugar Crops Primary","5419","Yield","2012","2012","hg/ha","864355.000000","E"
"11","'040","Austria","1080","'21124","Meat of turkeys, fresh or chilled","5321","Producing Animals/Slaughtered","1967","1967","1000 Head","33.000000","T"
"68","'250","France","401","'01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","5510","Production","1966","1966","tonnes","8690.000000","A"
"173","'616","Poland","205","'01709.01","Vetches","5419","Yield","1995","1995","hg/ha","12301.000000","E"
"210","'752","Sweden","826","'01970","Unmanufactured tobacco","5312","Area harvested","2016","2016","ha",,"M"
"68","'250","France","407","'01254","Leeks and other alliaceous vegetables","5312","Area harvested","2006","2006","ha","6281.000000","A"
"203","'724","Spain","403","'01253.02","Onions and shallots, dry (excluding dehydrated)","5419","Yield","1983","1983","hg/ha","295833.000000","E"
"27","'100","Bulgaria","592","'01352","Kiwi fruit","5510","Production","1965","1965","tonnes",,"M"
"173","'616","Poland","103","'01199.02","Mixed grain","5419","Yield","2020","2020","hg/ha","34547.000000","E"
"106","'380","Italy","420","'01243","Broad beans and horse beans, green","5419","Yield","1972","1972","hg/ha","60410.000000","E"
"203","'724","Spain","426","'01251","Carrots and turnips","5510","Production","1968","1968","tonnes","24130.000000","A"
"97","'348","Hungary","1098","'21159.01","Edible offals of horses and other equines,  fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2018","2018","Head","545.000000","A"
"11","'040","Austria","1780","'F1780","Milk, Total","5318","Milk Animals","2010","2010","Head","586732.000000","E"
"173","'616","Poland","826","'01970","Unmanufactured tobacco","5312","Area harvested","2018","2018","ha","16390.000000","A"
"11","'040","Austria","157","'01801","Sugar beet","5510","Production","1984","1984","tonnes","2605014.000000","A"
"68","'250","France","1811","'F1811","Butter and Ghee","5510","Production","2012","2012","tonnes","388900.000000","E"
"229","'826","United Kingdom of Great Britain and Northern Ireland","1097","'21118.01","Horse meat, fresh or chilled","5417","Yield/Carcass Weight","1993","1993","hg/An","1540.000000","E"
"203","'724","Spain","388","'01234","Tomatoes","5510","Production","1964","1964","tonnes","1406253.000000","A"
"106","'380","Italy","888","'22110.02","Skim milk of cows","5510","Production","1964","1964","tonnes","1364000.000000","E"
"119","'428","Latvia","978","'21155","Edible offal of sheep, fresh, chilled or frozen","5320","Producing Animals/Slaughtered","2000","2000","Head","17426.000000","A"
"106","'380","Italy","497","'01322","Lemons and limes","5312","Area harvested","1964","1964","ha","31800.000000","T"
"15","'058","Belgium-Luxembourg","1096","'02131","Horses","5111","Stocks","1980","1980","Head","111400.000000","A"
"106","'380","Italy","181","'01702","Broad beans and horse beans, dry","5312","Area harvested","2020","2020","ha","67520.000000","A"
"119","'428","Latvia","333","'01441","Linseed","5419","Yield","1996","1996","hg/ha","3077.000000","E"
"84","'300","Greece","1807","'F1807","Sheep and Goat Meat","5417","Yield/Carcass Weight","1990","1990","hg/An","104.000000","E"
"210","'752","Sweden","1808","'F1808","Meat, Poultry","5510","Production","1987","1987","tonnes","45000.000000","E"
"27","'100","Bulgaria","567","'01221","Watermelons","5312","Area harvested","2014","2014","ha","2861.000000","A"
"51","'200","Czechoslovakia","1034","'02140","Swine / pigs","5111","Stocks","1983","1983","Head","7126194.000000","A"
"79","'276","Germany","1036","'21153","Edible offal of pigs, fresh, chilled or frozen","5510","Production","1995","1995","tonnes","191816.000000","I"
"198","'705","Slovenia","569","'01315","Figs","5419","Yield","2013","2013","hg/ha","64286.000000","E"
"11","'040","Austria","977","'21115","Meat of sheep, fresh or chilled","5510","Production","2003","2003","tonnes","6985.000000","A"
"79","'276","Germany","176","'01701","Beans, dry","5312","Area harvested","1966","1966","ha","4458.000000","A"
